benchmark             pass                 MDE                  DV                      MEE                  EV                      delta                    delta %
crc                   fnsplit              0.2755536966976458   0.000227048484271942    0.2789664047163959   0.00015361601029066687  0.003412708018750099     1.2384911034217512%
duff                  einline              0.38683471580250006  0.0002203112246308399   0.391627917653625    0.00014482759238621497  0.0047932018511249175    1.2390826508890957%
ctl-stack             einline              0.11712717760079165  1.2531682891263718e-05  0.11858046131652085  7.540465436232749e-06   0.0014532837157291978    1.2407741273186583%
bubblesort            profile_estimate     0.33951115429837503  9.160388236288519e-05   0.34374009929434723  5.1302002213172345e-05  0.004228944995972206     1.2455982498459097%
crc32                 profile_estimate     0.33604382741941663  0.00011232673522853743  0.34024154421783326  5.721471886650366e-05   0.004197716798416629     1.2491575371737016%
edn                   forwprop             0.29282719528118745  5.63992862998781e-05    0.2964994542494167   9.82354923939479e-05    0.0036722589682292583    1.254070327963552%
fdct                  forwprop             0.179978419153875    1.7446023522289428e-05  0.18223736569399998  1.585740257223784e-05   0.002258946540124984     1.255120781005231%
duff                  fre                  0.38679324233920825  0.00021738036236391506  0.3916693911169167   0.0001473489008233262   0.004876148777708422     1.2606602815030978%
crc                   cddce                0.2755194610215      0.000173033536803776    0.2790006403925417   0.00020738991922668364  0.0034811793710416983    1.2634967265597425%
sglib-arrayquicksort  forwprop             0.10312700220123956  1.0408657541265361e-05  0.10443140682309791  1.612286755989894e-05   0.0013044046218583516    1.264852651600371%
dtoa                  profile_estimate     0.17975654127370833  5.8218147333449915e-05  0.18203318385408343  0.00012157375175486353  0.0022766425803751045    1.2665144557429757%
qurt                  forwprop             0.29162724897922915  5.5070966442569865e-05  0.29532827727795835  3.937477525269233e-05   0.003701028298729203     1.2690955017693855%
levenshtein           fnsplit              0.4720039136161874   0.001190022533010598    0.4780240640942291   0.0007424511554135909   0.006020150478041719     1.275445034325931%
nettle-md5            cddce                0.24062146989385413  3.951950704822732e-05   0.24372200138541664  1.4763980571606439e-05  0.0031005314915625026    1.2885514717079265%
qurt                  profile_estimate     0.2906540183044583   7.945595636105994e-05   0.2944190114033055   3.781763943642524e-05   0.0037649930988472025    1.2953521581468022%
slre                  profile_estimate     0.25728960782783333  0.00022450909290709225  0.26062388676025     9.006250852305073e-05   0.0033342789324166677    1.2959244489376414%
jfdctint              cddce                0.28879617212735414  7.271055169306692e-05   0.2925600803081041   2.4372410764445918e-05  0.003763908180749953     1.3033095809490627%
sglib-arraybinsearch  ehcleanup            0.3474115585721666   0.00022794541082271074  0.3519395879632707   0.00010999048673516664  0.0045280293911040825    1.3033617562161481%
select                devirt               0.08434820840187916  0.0008946635031851883   0.08545703068671039  0.001331881238917073    0.0011088222848312235    1.314577162739737%
statemate             cddce                0.2836097279799166   4.952950869749858e-05   0.2873436146581875   1.743361751457937e-05   0.003733886678270848     1.3165580408212434%
sglib-arraybinsearch  profile_estimate     0.34625409991920836  0.0002961818716796926   0.35081606438388885  0.00012941225330425398  0.00456196446468049      1.3175192628029344%
duff                  ealias               0.38666120009883337  0.00022575646852006172  0.3918014333572917   0.0001376220690251293   0.005140233258458304     1.3293894647677151%
aha-compress          cddce                0.16908271937210415  2.3365918328222535e-05  0.17133072814212505  1.5315611961822452e-05  0.002248008770020904     1.3295319464750626%
crc                   switchconv           0.27542122313443745  0.00018532937486664386  0.2790988782796042   0.00019437584922165165  0.0036776551451667694    1.3352838620470608%
bubblesort            cddce                0.34039108719097916  8.459671072241739e-05   0.34497463889972907  3.385070002439127e-05   0.004583551708749911     1.3465545606892675%
slre                  ehcleanup            0.2580466796042917   9.234485163175418e-05   0.26153395445        0.00015162099240221004  0.0034872748457083214    1.3514124076527443%
ctl-stack             fnsplit              0.1170579210171875   1.483936018182499e-05   0.11864971790012498  5.017409205351838e-06   0.0015917968829374796    1.3598369671231028%
duff                  copyprop             0.38659933746016667  0.0001927065890208196   0.39186329599595826  0.00017001462349534716  0.005263958535791591     1.3616056795063607%
mergesort             forwprop             0.29244187252281256  0.0001786127972808019   0.29642693430200007  0.0001456013007726381   0.003985061779187504     1.3626850850083518%
sglib-dllist          fnsplit              0.19799828438404166  4.2755068121859004e-05  0.20070431638647915  2.443553512947549e-05   0.0027060320024374918    1.3666946715501913%
2dfir                 cddce                0.24166586754816666  5.727510721137523e-05   0.24497868994141667  3.776053073454457e-05   0.003312822393250009     1.3708275921876834%
sglib-dllist          cddce                0.19799345643658336  3.938211724813258e-05   0.2007091443339375   2.778175329292788e-05   0.00271568789735413      1.371604873327698%
statemate             fnsplit              0.2835288180706459   4.946439916220072e-05   0.2874245245674583   1.686828310955108e-05   0.0038957064968124233    1.3740072431867378%
cnt                   cddce                0.181131315364625    2.5695383530692235e-05  0.1836244548526875   1.992179414275061e-05   0.0024931394880624846    1.3764265351044844%
prime                 einline              0.2236858011097708   3.5585785388192685e-05  0.22677036283749993  2.2106116438649848e-05  0.0030845617277291404    1.378970731457127%
dijkstra              fnsplit              0.2024315633382708   2.8370621224861345e-05  0.20523801788325002  1.0766359440912842e-05  0.0028064545449792144    1.3863720156572237%
sglib-arrayheapsort   cddce                0.09988626271513751  7.765807490054823e-05   0.1012769683273354   9.312321038297186e-05   0.0013907056121978956    1.3922891640905668%
strstr                fnsplit              0.22839003210231254  6.750085861341903e-05   0.23157379774154171  5.127633571124028e-05   0.0031837656392291747    1.3940037618642367%
ctl-string            cddce                0.2907106925576875   8.26600070856375e-05    0.2947763284454583   7.060194044400334e-05   0.004065635887770813     1.3985161164871993%
sglib-rbtree          cddce                0.17444100902397916  2.7728081615582852e-05  0.17689944262089585  2.2263613554886348e-05  0.0024584335969166926    1.4093208991807362%
sglib-arrayquicksort  cddce                0.10304810237701874  1.315577139079533e-05   0.10451030664731874  1.315282439433927e-05   0.0014622042702999993    1.4189531263276254%
cover                 cddce                0.2651735347175417   0.00020604533351773057  0.2689394676786459   0.0002195556078194108   0.0037659329611042236    1.4201767778657215%
fasta                 ehcleanup            0.3885456940261251   0.01835968225278044     0.3940783142803333   0.019216056576420948    0.005532620254208198     1.4239303997630186%
edn                   cddce                0.2925584484965625   7.749961327039108e-05   0.2967682010340416   7.497183070152539e-05   0.004209752537479128     1.4389441012942041%
bs                    cddce                0.3818085917534583   0.0008419031838687943   0.3873330031780626   0.0007015185713494536   0.0055244114246042475    1.446906000525906%
sglib-listinsertsort  cddce                0.20721949733679168  0.00010958648522528736  0.21023107382266662  0.00011492378243792668  0.0030115764858749394    1.453326798192284%
newlib-sqrt           profile_estimate     0.19356866421549992  3.131523692635275e-05   0.19638411448870843  2.6115807120198882e-05  0.0028154502732085085    1.4544969272888448%
ctl-stack             copyprop             0.11700248721114583  8.459366786098821e-06   0.11870515170616665  1.1210892439678004e-05  0.0017026644950208225    1.4552378634038339%
sglib-listsort        cddce                0.1644340245531875   2.888384810326022e-05   0.1668272284512292   1.9725884821495046e-05  0.002393203898041679     1.4554189162155902%
recursion             cddce                0.5377453794702917   0.009424835431028806    0.5456251218412292   0.008588597977162472    0.007879742370937581     1.465329628438566%
duff                  cddce                0.3863935373954999   0.00019868155976289403  0.39206909606062496  0.00016174039827085147  0.005675558665125036     1.4688544491145867%
sglib-queue           cddce                0.19597852818752085  5.9005532088359154e-05  0.19886775808720833  6.50063587651382e-05    0.0028892298996874843    1.4742583926964399%
select                profile              0.08427938389172707  0.0009038919017890468   0.0855258551968625   0.001322487289408438    0.0012464713051354298    1.4789753407983615%
sha                   cddce                0.685724179565375    0.000627624997980952    0.695890473353229    0.0004135710417570278   0.010166293787853942     1.4825631195180446%
